nome;idade
Marta Gaspar Donald Mack;38
Sandro Lopes David Anderson;41
Amélia Leite Amanda Williams;35
Petra da Baptista Ross Graham;60
Rita Melo Christine Estrada;34
Diogo Borges Tammy Kirk;46
Mateus da Cruz Daisy Hayes;37
Gabriel de Pereira Matthew Carroll;20
Sofia Esteves Bradley Frye;18
Francisca Ferreira Cory Allen;52
Gonçalo Abreu Adam Nicholson;20
Débora-João Pereira Matthew Webb;19
Sofia Moura Parker Figueroa;39
Cristiano Barros Megan Lee;58
Mateus Coelho Sarah Horn;12
Mia Barbosa Christina Knight;58
Tomás Moreira Ruth Lewis;23
Mélanie Andrade Robert Fields;70
Eduardo-Ana Henriques Patrick Cunningham;62
Lourenço Monteiro Thomas Johnson;53
Constança Henriques Dr. Gary Ramirez;21
Alexandre de Neves Whitney Jimenez;37
Mélanie Alves Janet Ray;14
Lorena Soares Michelle Rollins;31
Jaime Almeida John Bryan;40
Larissa de Faria Tammy Harrison;30
Frederico Assunção Whitney Miller;38
Victória Costa-Vaz Brittany Bradshaw;47
Frederico Tavares Elizabeth Spears;27
Yara Azevedo Lisa Miller;33
Lia Abreu Joel Hill;12
Petra Ferreira William Ferguson;46
Carlota Nascimento Ashley Rodriguez;41
Henrique Leal Paul Leonard;54
Kyara Alves Timothy Mcfarland;59
Lia Nascimento David Davis;13
Luna de Freitas Thomas Tucker;14
Ricardo Marques Michael Chang;27
Valentim Pacheco Jacob Marshall;38
Emma da Abreu Walter Wiggins;68
Valentim Tavares-Matias Isaiah Hays;70
Catarina-Denis Santos Suzanne Bennett;54
Bruna-Kévim Fernandes Kristen Waters;53
Fábio Costa Taylor Bush;33
Victória Azevedo Kristen Wilson;14
Carolina Paiva Eric Cook;62
Catarina Barbosa Manuel Leblanc;58
Patrícia Nogueira Harold Santos;35
Marcos da Soares Krystal Butler;45
Filipa Ramos Kathleen Hill;19
Patrícia Macedo Kimberly Rivera;22
Alex Rocha Brian Lopez;36
António Cardoso Sarah Aguirre;66
Iara Fonseca Briana Nelson;42
Raquel Matias Dan Quinn;45
Marcos da Correia Mary Werner;20
Mauro Araújo Matthew Howard;45
Mafalda Garcia Michael Johnson;45
Igor Mota William Morrison;61
Benjamim-Kevin Alves Edward Hernandez;65
Yasmin Pinheiro Donna Miller;22
Noah Fonseca Kelli Brown;28
Nair do Almeida Rachel Williams;22
Sebastião Reis Brandon Blevins;46
Tiago-Wilson Lima Vanessa Walker;57
Larissa Andrade John Roberson;20
Hugo Barbosa Michael Lyons;65
Fábio de Lourenço Julie Turner;28
Érica Ramos Lawrence Lee;64
David do Sousa Courtney Gonzalez;34
Benjamim Marques Sheri Pittman;48
Catarina Matias Deborah Juarez;43
Soraia Barros Jessica Robinson;59
Joana Leal Amy Waters;39
Cláudio Borges Timothy Medina;38
Marco de Fernandes Gary Cowan;65
Dinis Santos Jennifer Garcia;70
Débora Nunes Ian Delacruz;58
Catarina Costa Dustin Kelley;37
Nelson do Lima Sarah Delgado;50
Constança Soares Dustin Garrison;70
Benedita Ribeiro Tracey Dean;63
Clara Teixeira Tammy Jimenez;60
Isabel Esteves Christina Kelly;51
Salomé Melo James Campbell;39
Santiago do Macedo Jenna Wise;16
Artur Coelho Brooke Benton;33
Jaime de Mota Julie House;30
Alexandre Mota Johnathan Hurst;63
Alexandra Melo Travis Bush;70
Mia Leal Heather Bright;60
Filipa Leite Jason Smith;69
Inês da Faria Martha Hogan;50
Alexandra Brito Kimberly Kirk;57
Jaime-Dinis Azevedo Megan Parker;32
Denis Figueiredo Kathryn Jones;43
Isaac Lourenço Kristen White;25
Violeta Valente Sue Holmes;30
Naiara Castro Sarah Mitchell DDS;62
Wilson Coelho Brittany Horne;67
Laura Reis Miranda Griffin;33
Wilson Amaral Theresa Johnson;32
Kelly Pacheco Julie Bass;61
Joana Freitas Nichole Frazier;25
Gabriela Soares Robin Turner;31
Diego Esteves Mike Hernandez;42
Guilherme Carneiro Gary Lewis Jr.;43
Daniel Alves Evan Hall;15
Joel-Íris Alves Donna Bernard;31
Dinis Vicente-Branco Kayla Parker;45
Tiago Gaspar Eddie Parker;43
Petra Ferreira Diamond Griffin;49
Caetana Anjos Brian Martin;41
Duarte Campos Krystal Moore;37
Rúben-Carlos Miranda Peggy Miller;20
Vítor Jesus Elizabeth Clark;14
Luís Miranda Wesley Allen;21
Maria Domingues Chloe Phillips;41
Nelson Borges Philip Hughes;41
Iara Machado Duane Jones;36
Rodrigo do Pinho Kendra Diaz;37
Fabiana da Moreira Kristina Peters;48
Rodrigo Nascimento Robert Martinez;40
Irina Abreu-Loureiro Monica Mendoza;32
Lourenço-Sebastião Campos Christine Barnes;21
Mara Simões Susan Ross;70
Vitória Matias Christopher Alexander;69
Madalena Cunha Daniel Neal;57
Diogo Neto Daniel Moore;26
Luciana Oliveira Joseph Garcia;29
Frederico Correia Kayla Griffin;26
Alexandre Branco Tony Fleming;69
Pedro Figueiredo Manuel Coleman;40
Xavier Cardoso Wayne Kelley;30
Xavier Ferreira Anne Murray;64
Petra Lourenço Carlos Jimenez;25
Gonçalo Freitas Natalie Landry;44
Benjamim Miranda-Pereira Felicia Ruiz;55
Hugo Simões Sarah Rose;69
Ricardo Magalhães Gerald Moore;25
Valentim da Andrade Patricia Duke;44
Alice Santos Amber Moore;27
Joaquim Nascimento Juan Gomez;27
Helena do Pacheco Andrew Brown;43
António Assunção Nicole Diaz;17
Eduardo Silva Shawn Choi;21
Beatriz Barbosa Sara Roberts;45
Eduarda do Abreu Cory Esparza;60
Kévim Paiva Timothy Smith;66
Benjamim Pinto-Batista Brittany Richards;49
Vitória Martins Herbert Graham;24
Erica Nunes Brendan Hudson;17
Caetana da Abreu James Bright;51
Pilar-Miriam Moreira Manuel Tran;31
Carolina Abreu Laura Ray;44
Erika Nogueira John Miller;12
Carlota Gomes-Leite Joshua Stephens;13
Micael Leite Alexa Brooks;68
Clara Cardoso Jason Schmidt;33
Andreia Henriques Katherine Adams;68
João Assunção-Guerreiro Russell Gonzales;17
Gil Freitas Brianna Singleton;33
Gil-Bryan Ribeiro Michael Moore;67
Santiago Lourenço Jordan Thompson;49
Paulo Miranda Wanda Rodgers;43
Jaime Carneiro Alison Pearson;52
Salomé Esteves James Butler;28
Erika Araújo Laura Johnson;24
Sérgio Marques Autumn Matthews DVM;55
Gustavo Mendes Kimberly Williams;25
Naiara Monteiro Derek Holt;56
Patrícia Alves Mario Stanley MD;45
Mário-Letícia Figueiredo Amy Edwards;66
Pedro-Salomé Henriques Aaron Simpson;38
Isabela de Monteiro Ricardo Adams;51
Letícia Lourenço Jennifer Cox MD;37
Bárbara Mendes Casey Ross;26
Samuel Anjos Jacob Bates;68
Emília Leite-Pacheco John Armstrong;63
Yara Sá Kevin Medina;41
Andreia Monteiro Amanda Conley;60
Alexandre Coelho Brandon Gomez;35
Mauro Leite-Soares Sandy Jones;58
Débora Batista Jason Garcia MD;23
Micael Castro Alexis Terry;29
Valentim de Vicente Renee Kelley;12
Yasmin Almeida Janet Reese;34
Camila Macedo Kaylee Harris;57
Marco Faria Allen Holmes;70
Leandro Cruz Christine Watson;68
Fábio Castro-Valente Debra Lewis;53
Salomé Nascimento James Owens;41
Eduarda Nunes Nicole Smith;32
Nelson Domingues Christina Leon;69
Tiago Pires Kevin Banks;32
Matilde-Paulo Azevedo Amber Johnson;59
Rúben Lopes Timothy Martinez;43
Lúcia-Andreia Esteves Timothy Hahn;13
Gabriela Antunes Margaret Rogers;59
Margarida Monteiro-Brito Angela Arnold;64
Jéssica-Luna Figueiredo Rebecca Butler;40
Camila-António Rodrigues Joseph Phillips;31
Noa Ferreira Michelle Livingston;70
Duarte da Gaspar David Parker;22
Francisco-Tiago Neves Kristin Ross;45
Isabel-Valentim Assunção Wayne Hernandez;15
Erica Cruz Wesley Hardin;38
Lorena-Vera Garcia Sarah Ellis;60
Vasco Marques Dr. Jenna Miller;57
Ema Amaral Lisa Webster;62
Luísa Rocha Joe Myers;66
Vasco Marques Kelly Montgomery;51
Nuno Garcia Richard Castro;67
Kevin Fonseca-Costa Christopher Jackson;19
Benjamim Ferreira Michelle Anderson;43
Eva Soares-Campos April Gill;30
Pedro-Bárbara Paiva Isaac Barton;22
Carolina Ramos Alyssa Walker;29
Adriana-Rafael Alves Zachary Garrett;54
Gonçalo Moreira Angela Wolf;63
Valentina Cunha Susan Sandoval;17
Lúcia de Oliveira Brianna Wood;21
Íris Barros Mary Rush;65
Helena Macedo Cassidy Rogers;29
Vera Pinto-Ramos Teresa Petersen;32
Vitória Guerreiro-Branco Kathryn Dorsey;14
Alícia do Brito Julie Navarro;51
Débora Pinheiro Beth Ross;50
Eduarda Magalhães Lauren Walker;54
Lisandro Teixeira Patricia Ellis;48
Mariana Valente Ricky Powers;56
Adriana Vaz John Hutchinson;49
Hugo Melo Jennifer Davis;30
Lisandro-Eva Carvalho Danielle Jackson;16
Lia Valente Margaret Blair;60
Débora da Coelho Christina Reynolds;44
Naiara-Leonardo Matias Nicole Gordon;55
Caetana do Vicente Casey Stokes;19
Rafael Reis-Ferreira Kenneth Peterson;62
Nádia Reis Bryce Cohen;30
Alexandre Fernandes-Coelho Joanna Carlson;42
Adriana Lima Stephanie Mcpherson;45
Hugo Rocha Ronnie Lopez;13
Isaac Monteiro Tina Garcia;50
Tomás Amaral Alan Mcneil;34
Leonardo Machado-Torres Erika Bowman;28
Renato de Freitas Ariel Vaughn;19
Isabela-Beatriz Brito Patricia Johnson;27
Lúcia-Samuel Carvalho Richard Kim;22
Débora Machado Tammy Ortiz;48
Luciana Pinheiro Steven Ortiz;61
Iara-Carlota Pires Cynthia Richard;46
Isaac Amaral Renee Pittman;69
Luna Torres Jonathan French;22
Maria-Sara Neto Dylan Lewis;65
Gabriela Nogueira Shelby Baldwin DDS;20
Gabriel Azevedo Leah Davis;33
Alícia Antunes Jason Pierce;39
Fabiana Abreu-Sousa Shannon Brandt;27
Alexandre Antunes Krista Moore;63
Mara Vicente David Pham;57
Yasmin Barbosa-Pacheco Daniel Moore;57
Frederico Cruz Julie Gardner;67
Melissa Coelho Linda Fitzgerald;12
Diogo-Cristiano Gonçalves Elizabeth Haney;39
William Jesus Jennifer Simmons;62
Vera Esteves Mark Schmidt;69
Daniela Moura Matthew Snow;39
Andreia-Lara Amorim Joseph Lambert;24
Lorena Pinto Shannon Sanchez;12
Núria Loureiro Lauren White;21
Vasco Guerreiro Brandi Walker;48
Joel Abreu Dawn Johnson;36
Letícia Domingues Matthew Fields;25
João Melo Kelly Wright;47
Alexandre Correia Jonathan Wilkerson;63
Rafael Almeida Marcus Raymond;46
Joaquim Freitas Alyssa Luna;21
Jéssica de Leal Walter Tucker;44
Artur Soares Karen Madden;50
Lourenço Rocha Stacey Conway;51
Gustavo Costa Jonathan Fox;40
Vasco Soares David Smith;60
Francisco Carvalho Cesar Perez;56
Mara do Pires Jamie Wall;53
Letícia-Vera Coelho Melissa Chavez;16
Tomás Miranda David Miller;70
Vítor Castro Michael Black;14
Juliana Miranda Caleb Brewer;24
Ricardo-Raquel Andrade Patricia Anthony;13
Fábio Esteves Ashley Stone;29
Dinis de Martins Frances Li;59
Francisca Correia Michelle Nunez;38
Patrícia de Sá Lisa Calhoun;20
Petra Castro-Faria Alexis Walker;44
Ivan Nogueira Stephanie Weber;51
Matias Campos Ryan Beard;64
Bryan Miranda Stephen Vazquez;23
Maria Carvalho-Campos John Mclaughlin;31
Micael Garcia-Barros William Dunn;50
Ivo Figueiredo Larry Hoover;60
Mariana Baptista-Branco Erin Young;41
Sebastião-Erica Amorim Roger Scott;65
Joaquim de Freitas Pamela Lawson;67
Alexandre de Mendes Aaron Ferguson;19
Ivan Maia Jon Jordan;51
Maria Marques Laura Tran;52
Hugo Esteves Kara Sanders;56
Yasmin Miranda Cathy Lewis;49
Alexandra-Noa Melo Jordan Dixon;33
Maria Pinheiro-Melo Michael Brown;52
Yara da Neto Mason Johnson;32
Vera Nunes Jennifer Cochran;22
Rodrigo Mendes Kimberly Bailey;65
Duarte Rodrigues Jonathan Gonzalez;48
Débora Oliveira Emily Juarez;20
Artur Nascimento Tony Jenkins;45
Yasmin Almeida-Marques Stacy Mccullough;12
Sara Reis Brandon Wells;45
Pilar Barbosa Lisa Russell;36
Erika-Petra Simões Megan Mckenzie;69
Matias Melo Travis Jackson;57
João Monteiro Tony Richardson DDS;64
Matias-Vítor Tavares Jennifer Harvey MD;19
Mara Matias Anna Gallagher;18
Luís Assunção Nathan Myers;54
Ivo Santos Vanessa Sullivan;16
Tomás Amaral Douglas Humphrey;37
Martim Silva Courtney Griffin;41
Lara Sousa Danielle Hunt;62
Emanuel Magalhães-Andrade Eric Navarro;42
Igor Amorim Miranda Taylor;45
Luna-Bianca Pinheiro Traci Anderson;41
Frederico Nunes Nicholas Tate;53
Emília Vicente Daniel Reid;23
Amélia Nunes Kyle Tucker;35
Joaquim Machado Penny Cameron;16
Petra Vicente Brenda Walsh;21
Luciana Teixeira Michelle Pham;37
Maria Campos Luis Stewart;62
Miriam Ferreira John Davis;21
Guilherme Teixeira-Morais Thomas Smith;28
Eduardo Sá Denise Johnson PhD;51
Adriana Morais Norman Farmer;24
Hugo Sá Matthew Knight;48
Alexandre Miranda Cathy Mcdonald;29
Isabela Magalhães-Pinheiro William Grant;63
Lara de Fonseca Jeffrey Deleon;14
Lorena Assunção Joel Johnson;15
Xavier Lima Michele Brown;33
Eduardo do Lima Sabrina Wong;35
Marco-Enzo Reis Erin Harris;24
Beatriz-Laura Domingues Erin Sullivan;28
Caetana Martins Brianna Woodward;63
Eva Tavares-Barbosa Donna Ford;64
Gustavo Moreira-Barbosa Monique Zimmerman;39
William Magalhães-Nascimento Zachary Reed;24
Érica Leal William Scott;62
Íris Cruz Andre Bennett;29
Adriana Alves Steven Meadows;26
Benedita Mota Tammy Flores;46
Tomás-Yara Monteiro Ronald Carr;44
Edgar Moreira Meghan Bullock;15
Larissa Pinho Tabitha Perez;56
Vítor Vaz Lauren Obrien;67
Mara Cardoso Gloria Cox;65
Juliana-Eva Matias Thomas Rowe;59
Enzo Vieira Brian Rollins;37
Gabriel de Antunes Stephanie Morris;58
Francisco Soares Gregory Dunn;57
Rafaela Barros Lauren King;52
Renato Matias Joseph Ortega;63
Petra-Renato Costa Elizabeth Cervantes;23
Vitória Domingues Cesar Garcia;51
Diogo Fernandes-Gomes Paula Black;25
Iara-Duarte Carneiro Melanie Case;39
Alexandre Jesus John Jones;48
Nelson-Camila Abreu Grant Webster;60
Anita Castro Mary Armstrong;53
Raquel Moreira Brian Garner;46
Denis Vieira Patricia Turner;52
Bryan Moura Terry Davis;55
Pedro Maia Chad Hendrix;12
Lucas Martins Jason Hill;19
Vicente-Duarte Amaral Amy Norris;63
Bernardo Branco Alexander Walker;19
Mauro Santos Eric Ellison;38
Valentina Teixeira-Nunes Frank Moyer;36
Nair Nunes Elizabeth Gomez;46
Fábio Pinheiro Todd Mason;19
Enzo Marques-Vicente Carl Gutierrez;59
Fernando Nascimento Christie Dean;37
Ariana Moreira-Loureiro Dustin Kidd;52
António Leal-Teixeira Julie Vazquez;47
Mafalda Ramos-Tavares Franklin Smith;39
Ana Assunção Anna Lyons;12
Renato Rodrigues Mark George;26
Manuel do Mota James Hodges;28
Tiago Garcia Jennifer Moss;29
Brian Vaz George Collins;19
Rafaela Sousa Miss Amanda Edwards;29
Henrique do Soares Bernard Nelson;67
Patrícia Neto Anthony Walker;43
Eduarda Matias-Coelho Breanna Taylor;22
Eduardo Nascimento Christian Webb;25
Nelson Guerreiro Ryan Arnold;63
Rúben Correia Jordan Simmons;70
Leonardo-Ângelo Figueiredo Frank Zhang;40
Marcos Faria David Chang;46
Marcos Tavares Linda James;36
Bryan Valente Tammy Taylor;61
Valentim Cunha Nathan Caldwell;47
Dinis Ferreira Sandra Johnson;46
Nuno de Correia Mr. Austin Santos;20
Rodrigo Reis-Costa Rachel Park;24
Lucas Azevedo Anthony Thomas;54
Guilherme Jesus Robert Woods;39
Beatriz Magalhães Jennifer Martin;28
Nicole Mendes James Rosales;54
Juliana Torres Alexander Morrison;54
Simão Gomes Lisa Myers;24
Micael de Neto Daniel Thomas;12
Carlos Ramos Sarah Summers;48
Mauro Martins Annette Ford;54
Beatriz Miranda Joseph Walker;58
Sérgio da Leal Jennifer Jones;69
Mariana Guerreiro-Silva Steven Walker;59
Marco Vaz Rebecca Hebert;29
Catarina Ramos David Greer;46
Gil Valente-Abreu Charles Stephenson;56
Gonçalo Gonçalves Jessica Scott;26
Simão Rodrigues Margaret Martin;60
Iara Matos Scott Gomez;16
Ivo Carvalho Stephanie Torres;13
Santiago Freitas-Amaral Vanessa Odonnell;17
Isabel Mota Ashley Patel;64
Tatiana Antunes Donald Cameron;57
Hugo Costa Derrick Long;64
Kévim Carvalho Sharon Grant;47
João-Patrícia Azevedo Daniel Sharp;63
Núria Gomes Reginald Howard;57
Sebastião da Costa Amy Miller;18
Pedro Andrade Sherry Hernandez;22
Kévim Pinto David Brooks;61
Rafael Gomes-Matias Kathy Brown;53
Simão Melo Brittany Smith;53
Ana Fernandes Thomas Jackson;54
Rui Matias Thomas Cox;54
Victória Baptista-Miranda Matthew Turner;29
Rúben Sousa-Figueiredo Ryan Bryant;20
Bryan-Ângelo Neto Ashley Collins;59
Carlota-Lia Lopes Laura Mccarthy;60
Íris-Patrícia Amorim Michelle Irwin;16
Pilar Esteves Mark Sanchez;52
Júlia Esteves Yesenia Mitchell;60
Mia Anjos Roy Allen;51
Eva Morais Corey Wagner;26
Santiago-Iara Azevedo Billy Schmidt;28
Sebastião Ribeiro Elizabeth Jackson;45
Margarida Silva Deanna Clark;26
Cristiano-Lara Moreira Melanie Taylor;41
Joana de Figueiredo Christian Jones;59
Manuel Baptista David Jimenez;63
Afonso do Coelho Crystal Brennan;68
Catarina Cardoso Mark Atkins;22
Leonardo Rodrigues-Correia Ryan Blevins;52
Lourenço Tavares Dr. Jeremiah Fuentes;60
Tiago Sousa Christopher Montgomery;18
Vera Reis John Gilmore;26
Lorena da Alves Jason Hays;62
Irina Mendes Mr. Roy Herrera;34
Brian de Gonçalves Jeremy Blair;50
William Neves-Domingues Megan Parker;70
Erica Abreu Jeremy Cox;59
Carminho Lima Jennifer Perez DVM;16
Rafaela Barbosa Lisa Kelly;59
Wilson Cardoso-Vaz Rebecca Espinoza;21
Núria-Ema Guerreiro Alexander Chang;56
Gil Esteves-Pereira Gregory Poole;40
Erika Miranda Matthew Peterson;14
Bianca Brito Andrea Castro;23
Márcio-Nicole Henriques Benjamin Mayer;64
Nuno Sousa-Antunes John Rivera;14
Gabriela Teixeira Adrian Martin;37
Clara de Silva Eric Anderson;55
Lorena Gomes Andrea Young;20
Jorge Almeida Joseph Conway;63
Rodrigo Sá Victor Clark;42
Vítor-Mara Martins Logan Chapman;14
Manuel Costa Ashley Mayer;58
Pedro-Miriam Correia Robert Newman;27
Leonardo Anjos Crystal Williams;37
Luna Barros Tyler Miller;46
Pilar Martins Andrea Nielsen;36
Lia Carvalho Jonathan Brock;69
Naiara-André Esteves Rachel Wright;20
Valentina Cardoso Tonya Charles;52
David Campos Kelsey Boyd;51
Adriana Macedo Brooke Hill;22
Alex Magalhães Dawn Mills;35
Vera Neto-Ramos Jonathan Dickerson;51
Gil Paiva Gina Gallagher;31
Juliana Cardoso Danielle Lee;33
Valentina Baptista Patricia Jordan;62
Rafaela-Tatiana Jesus Christopher Peterson;61
Afonso-Tiago Matos Michael Solis;38
Vera do Batista Ashley Mason;34
Jorge Neves Carla Hayes;27
Sofia-Núria Pinheiro Tyler Murray;59
Ângelo Vaz Theresa Barnett;53
Xavier Leite Brendan Walker;55
Samuel do Pinho Carla Payne;66
Rita Vieira Michael Carter;59
Lisandro Jesus Paul Burns;49
Isabel Ferreira-Melo Christopher Hart;46
Matias Ferreira Frank Spencer;55
Tatiana Magalhães Jerry Byrd;38
José Valente Michelle Freeman;60
Laura Domingues Sierra Mann;52
Daniela Pinto Adam Johnson;21
Lúcia Ferreira Jose Vasquez;26
Bryan da Borges Evan Collins;13
Joel Lopes Ashley Williams;43
Sebastião Silva Charles Jackson;57
Vítor Barbosa-Campos Albert Riley;41
Enzo Neves Kathryn Larsen;30
Victória Araújo-Matos Miguel Rios;37
Kyara Castro Sean Gates;40
Vera-Afonso Magalhães Jamie Spencer;65
Afonso Ramos Ms. Ana Green;61
Luna Pinto Bradley Acevedo DDS;40
Bernardo Ribeiro Jonathan Joseph;49
Ivan Brito Alfred Saunders;42
Lisandro Sá Stephanie Mueller;22
Vasco Ferreira Alison Matthews;63
Alexandre Nogueira Kathleen Higgins;14
Vicente Esteves-Miranda James West;34
Pedro-Renato Carvalho Katie Preston;28
Bruna Pinto Veronica Fitzgerald;26
Sara Campos Lauren Alvarez;53
Vasco Loureiro Thomas Brown;12
Caetana do Cunha Michele Adams;28
Lia Borges-Faria Linda Bailey;22
Martim Matias Mr. Kenneth Howard;39
Daniel Cunha Amanda Mathews;35
Denis Silva Sabrina Owens;35
André-Maria Rodrigues John Martinez;34
Eduarda de Vaz Kimberly Leonard;26
Iara da Assunção James Perry;49
Raquel Branco Richard Rodriguez;23
Bryan Abreu Stephen Lopez;21
Edgar-Leandro Barbosa William Torres;60
Isabel Simões Kelly Myers;40
Luísa Andrade Mr. Gregory Walker DVM;58
Marta Campos-Gaspar John Moore;21
Dinis Assunção-Paiva James Smith;69
Gustavo do Brito Kimberly Glass;12
Lia Faria Troy Rosario;13
Beatriz Correia-Borges Randy Price;69
Bruno Marques Joseph Ramirez;27
Larissa Guerreiro Laurie Andrews;53
Filipa Gonçalves Lindsey Shaw;47
Francisco Gomes Michael Rasmussen;26
Rita Neto Allison Campbell;63
Diana Rocha Tyler Nelson;22
Beatriz Vaz Gregory Stanley;69
Samuel Mota Samantha Day;45
Renato Gonçalves Suzanne Davis;70
Adriana Costa Holly Jackson;30
Pilar Henriques Richard Glass;42
Nelson Barros Kayla Thomas;37
Valentina Garcia Tony Vargas;17
André Martins Amanda Taylor;30
Edgar do Santos Robert Johnson;48
Emanuel Amorim Robin Sharp;30
Constança Campos Jeff Haynes;25
Ariana Andrade Ashley Brown;59
Victória Pinheiro Laurie Hernandez;29
Rui Campos Juan Brown;35
Salvador Costa Kevin Meadows;16
Rafael Freitas Dr. Sarah Hammond DDS;66
Wilson Sá Sharon Kirby;47
Benedita Soares Melissa White;46
Luciana do Freitas Alicia Miller;12
Sérgio Cardoso Donna Cohen;68
Samuel Guerreiro Jeff Jenkins;50
Rodrigo Oliveira Kimberly Kelly;21
Carolina Almeida Emily Blair;42
Igor-Lia Costa Danielle Evans;37
Diego Gonçalves Tracey Davis;31
Luísa da Borges Steven West;59
Igor Domingues Robin Carter;66
Sofia Andrade Robert Lawson;65
Nicole Pinho Jessica Jones;55
Márcio de Abreu Andrew Garcia;24
Alice Fonseca-Assunção Jerome Williams;33
Bárbara Lourenço Andrea Thomas;27
André Morais Tracy Mayer;14
Mara Pires Nicholas Jacobs;32
Carlos Magalhães Megan Thomas;19
Gabriel Cardoso-Pereira Scott Blevins;45
João Gaspar Christine Davis;64
Miriam Amaral-Carvalho Laurie Weber;52
Joana Barbosa Joshua Davidson;31
Juliana Martins Tiffany Palmer;12
Micael Campos Scott Perkins;22
Márcio Paiva Kerry Hunt;17
Nair Borges Ruben Christian;32
Tomé Andrade Kelly Miller;63
Manuel Nunes Kristin Peck;43
Ricardo Cardoso-Pires Joshua Sexton;48
Gabriela Lima Amy Mcintyre;21
Débora Vicente Jessica Hood;38
Victória do Cardoso Marie Macias;54
Vasco Amorim Kelly Callahan;66
